[main] ERROR nl.tudelft.ipv8.jvm.demo.Application - start
	at org.java_websocket.WebSocketImpl.send(WebSocketImpl.java:640)
	at org.java_websocket.client.WebSocketClient.send(WebSocketClient.java:431)
	at nl.tudelft.trustchain.currencyii.coin.WalletManager$2.doneDownload(WalletManager.kt:174)
	at org.bitcoinj.core.listeners.DownloadProgressTracker.onBlocksDownloaded(DownloadProgressTracker.java:73)
	at org.bitcoinj.core.Peer$9.run(Peer.java:1151)
	at org.bitcoinj.utils.Threading$2.execute(Threading.java:139)
	at org.bitcoinj.core.Peer.invokeOnBlocksDownloaded(Peer.java:1148)
	at org.bitcoinj.core.Peer.endFilteredBlock(Peer.java:1084)
	at org.bitcoinj.core.Peer.processMessage(Peer.java:450)
	at org.bitcoinj.core.PeerSocketHandler.receiveBytes(PeerSocketHandler.java:187)
	at org.bitcoinj.net.ConnectionHandler.handleKey(ConnectionHandler.java:238)
	at org.bitcoinj.net.NioClientManager.handleKey(NioClientManager.java:86)
	at org.bitcoinj.net.NioClientManager.run(NioClientManager.java:122)
	at com.google.common.util.concurrent.AbstractExecutionThreadService$1$2.run(AbstractExecutionThreadService.java:67)
	at com.google.common.util.concurrent.Callables$4.run(Callables.java:121)
	at org.bitcoinj.utils.ContextPropagatingThreadFactory$1.run(ContextPropagatingThreadFactory.java:51)
	at java.base/java.lang.Thread.run(Thread.java:842)
[NioClientManager] INFO org.bitcoinj.core.PeerGroup - [127.0.0.1]:18444: Peer died      (0 connected, 0 pending, 1 max)
[NioClientManager] INFO org.bitcoinj.core.PeerGroup - Download peer died. Picking a new one.
[NioClientManager] INFO org.bitcoinj.core.PeerGroup - Unsetting download peer: Peer{[127.0.0.1]:18444, version=70016, subVer=/Satoshi:0.21.0/, services=1037 (NETWORK, BLOOM, WITNESS, NETWORK_LIMITED), time=2024-04-26 09:27:53, height=23478}
[NioClientManager] WARN org.bitcoinj.net.ConnectionHandler - Error handling SelectionKey: java.lang.IllegalStateException 
java.lang.IllegalStateException
	at com.google.common.base.Preconditions.checkState(Preconditions.java:486)
	at org.bitcoinj.net.ConnectionHandler.handleKey(ConnectionHandler.java:239)
	at org.bitcoinj.net.NioClientManager.handleKey(NioClientManager.java:86)
	at org.bitcoinj.net.NioClientManager.run(NioClientManager.java:122)
	at com.google.common.util.concurrent.AbstractExecutionThreadService$1$2.run(AbstractExecutionThreadService.java:67)
	at com.google.common.util.concurrent.Callables$4.run(Callables.java:121)
	at org.bitcoinj.utils.ContextPropagatingThreadFactory$1.run(ContextPropagatingThreadFactory.java:51)
	at java.base/java.lang.Thread.run(Thread.java:842)
[PeerGroup Thread] INFO org.bitcoinj.core.PeerGroup - Peer discovery took 11.47 μs and returned 0 items from 0 discoverers
[PeerGroup Thread] INFO org.bitcoinj.core.PeerGroup - Waiting 1501 ms before next connect attempt to [127.0.0.1]:18444
[PeerGroup Thread] INFO org.bitcoinj.core.PeerGroup$ChainDownloadSpeedCalculator - 6812 blocks/sec, 0 tx/sec, 7534 pre-filtered tx/sec, avg/last 184.66/532.19 kilobytes per sec, chain/common height 23478/0 (warming up 13 more seconds)
[PeerGroup Thread] INFO org.bitcoinj.core.PeerGroup - Attempting connection to [127.0.0.1]:18444     (0 connected, 1 pending, 1 max)
[NioClientManager] INFO org.bitcoinj.net.NioClientManager - Connected to localhost/127.0.0.1:18444
[NioClientManager] INFO org.bitcoinj.core.Peer - Announcing to localhost/127.0.0.1:18444 as: /bitcoinj:0.15.10/
[NioClientManager] INFO org.bitcoinj.core.Peer - Peer{[127.0.0.1]:18444, version=70016, subVer=/Satoshi:0.21.0/, services=1037 (NETWORK, BLOOM, WITNESS, NETWORK_LIMITED), time=2024-04-26 09:27:56, height=23479}
[NioClientManager] INFO org.bitcoinj.core.PeerGroup - Peer{[127.0.0.1]:18444, version=70016, subVer=/Satoshi:0.21.0/, services=1037 (NETWORK, BLOOM, WITNESS, NETWORK_LIMITED), time=2024-04-26 09:27:56, height=23479}: New peer      (1 connected, 0 pending, 1 max)
[NioClientManager] INFO org.bitcoinj.core.Peer - Peer{[127.0.0.1]:18444, version=70016, subVer=/Satoshi:0.21.0/, services=1037 (NETWORK, BLOOM, WITNESS, NETWORK_LIMITED), time=2024-04-26 09:27:56, height=23479}: Sending Bloom filter and querying mempool
[NioClientManager] INFO org.bitcoinj.core.PeerGroup - Setting download peer: Peer{[127.0.0.1]:18444, version=70016, subVer=/Satoshi:0.21.0/, services=1037 (NETWORK, BLOOM, WITNESS, NETWORK_LIMITED), time=2024-04-26 09:27:56, height=23479}
[NioClientManager] INFO org.bitcoinj.core.listeners.DownloadProgressTracker - Chain download switched to Peer{[127.0.0.1]:18444, version=70016, subVer=/Satoshi:0.21.0/, services=1037 (NETWORK, BLOOM, WITNESS, NETWORK_LIMITED), time=2024-04-26 09:27:56, height=23479}
[NioClientManager] INFO org.bitcoinj.wallet.KeyChainGroup - Marking key as used: DeterministicKey{pub=02476caff8a7c7ff2cc208a4b19e3a04327ea206ba6df9dc989874aa0e100bd991, chainCode=92615fb929ab332a9b2bd55616b0dc23a47c9c105e923049c99252c0e3355f46, path=M/0H/0/0, isEncrypted=false, isPubKeyOnly=false}
